SPEED,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17,ACCELERATION
49.7627,5.95545,6.2087900000000005,6.62178,7.2964,8.408539999999999,10.2895,13.7946,21.9318,52.7388,64.2288,16.3426,9.71655,7.066269999999999,5.68771,4.88339,4.41334,4.2027,4.18497,1
61.8895,5.99706,6.22243,6.67616,7.445289999999999,8.71395,10.9031,15.1771,26.2753,50.7629,33.6627,13.9163,8.94245,6.7387,5.54145,4.83007,4.39901,4.15447,4.05234,1
79.4265,5.01016,5.08786,5.33258,5.78675,6.5427800000000005,7.79863,10.0282,14.667,28.9265,188.688,28.6619,14.5712,9.97187,7.75863,6.5113,5.760269999999999,5.3092,5.066409999999999,1
122.084,6.66873,6.8216399999999995,7.19332,7.84313,8.89137,10.5782,13.4125,18.5675,28.8055,48.7606,79.4507,9.39788,6.37971,4.99546,4.22591,3.7681400000000003,3.50005,3.36617,0
108.71600000000001,6.638489999999999,6.66144,6.8924,7.36902,8.17905,9.50574,11.7529,15.9583,25.6077,58.3918,50.7374,12.5673,7.7519800000000005,5.75443,4.694459999999999,4.0709800000000005,3.69385,3.47821,1
61.4268,8.1187,8.64127,9.35166,10.2716,11.424000000000001,12.8201,14.4496,16.2716,18.2136,20.1952,22.9567,3.7526599999999997,3.0531200000000003,2.6516,2.40809,2.26867,2.2079299999999997,2.2159299999999997,0
65.5436,1.11829,1.13543,1.19125,1.29619,1.4737799999999999,1.77757,2.35276,3.6812300000000002,24.6033,22.444000000000003,20.0498,17.5697,15.16,12.9608,11.151,10.0089,9.33636,8.99347,1
133.136,5.61103,5.7533199999999995,6.092969999999999,6.6913100000000005,7.678669999999999,9.340819999999999,12.4023,19.3222,46.9379,80.1592,19.3368,11.1878,8.04275,6.43045,5.49573,4.92901,4.59481,4.42909,1
147.28,3.25903,3.31134,3.47205,3.76855,4.2607099999999996,5.07544,6.51224,9.4487,17.7697,66.5755,48.1576,20.3452,13.610999999999999,10.5181,8.80383,7.77997,7.1684,6.8413699999999995,1
56.8174,9.48419,9.6564,9.96465,10.4168,11.0226,11.7917,12.7302,13.837,15.0982,16.6406,19.1353,1.41606,0.970555,0.775384,0.6682319999999999,0.60606,0.572149,0.559321,0
152.657,3.8596199999999996,3.89868,4.06186,4.37634,4.90231,5.76581,7.25197,10.1625,17.8823,85.1652,47.4828,20.3994,13.2463,10.0331,8.27765,7.23987,6.61798,6.27393,1
153.841,3.44235,3.47476,3.61879,3.8988699999999996,4.36985,5.1481699999999995,6.50429,9.2103,16.6376,101.947,46.7491,21.1523,13.9421,10.6389,8.817680000000001,7.7293899999999995,7.07148,6.70452,1
77.0091,6.686780000000001,6.67848,6.87895,7.3211699999999995,8.086730000000001,9.34832,11.49,15.515999999999998,25.0574,70.6487,41.7454,13.2682,8.03265,5.88814,4.7616,4.10151,3.7009,3.4675800000000003,1
118.75399999999999,7.76186,7.87695,8.2372,8.898819999999999,9.97983,11.7154,14.5978,19.7533,29.9428,51.6616,19.4501,6.916910000000001,4.56851,3.51416,2.9344099999999997,2.58934,2.38335,2.27287,1
106.213,2.98378,3.0244,3.16359,3.4253199999999997,3.8621800000000004,4.58651,5.86456,8.48753,16.2485,161.724,42.8732,21.1035,14.2843,11.0496,9.2383,8.149939999999999,7.49472,7.137739999999999,1
108.163,2.96584,3.0066900000000003,3.14558,3.4064400000000004,3.84177,4.56365,5.838019999999999,8.45633,16.2271,160.46200000000002,42.7568,21.1049,14.2986,11.065999999999999,9.25494,8.16652,7.511369999999999,7.154789999999999,1
102.14200000000001,2.3866099999999997,2.36552,2.42066,2.56168,2.81616,3.24555,3.99519,5.50058,10.5602,40.952,29.2769,21.14,15.9657,12.7381,10.6882,9.36097,8.503160000000001,7.974660000000001,0
117.39200000000001,7.27208,7.41138,7.783239999999999,8.44563,9.516919999999999,11.2311,14.0728,19.1242,28.8503,47.4819,77.6563,8.04088,5.378830000000001,4.17565,3.51099,3.1156200000000003,2.88197,2.7611,0
