1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
1.0,0.0,0.004021694153155791,-0.0942438,-3.85761E-4,0.00296575,5.00195,5.18252,5.78566,7.09487,10.0556,14.7449,19.5424,29.2979,59.4047,200.0,55.4664,28.3068,19.0998,14.4953,9.9451,7.04747,5.76143,5.1703,4.99809
